,CTL1,CTL12,CTL13,HIV1_Bal1,HIV1_Bal2,HIV1_Bal3,HIV1.LTA1,HIV1.LTA2,HIV1.LTA3
RNA5SP396,0,0,0,0,0,0,0,0,0
RNU6-818P,0,0,0,0,0,0,0,0,0
RNA5SP359,0,0,0,0,0,0,0,0,0
RNU6-686P,0,0,0,1,0,0,0,0,0
RNU6-1303P,0,0,0,0,0,0,0,0,0
RNA5SP125,0,0,0,0,0,0,0,0,0
RNU6-304P,0,0,0,2,0,0,0,0,0
RNA5SP173,0,0,0,0,0,0,0,0,0
RNA5SP479,0,1,1,0,2,1,0,3,3
RNA5SP160,0,0,0,1,4,0,1,2,0
RNU1-133P,0,0,0,0,0,0,0,0,0
RNU6-563P,0,0,0,0,0,0,0,0,0
RNU6-34P,0,0,0,1,0,0,0,0,0
RNU6-828P,7,2,0,3,2,0,2,2,1
RNU6-534P,0,3,0,0,0,0,0,0,0
RNU6-119P,0,0,0,0,0,0,0,0,0
SNORD52,0,0,0,0,0,0,0,0,0
RN7SKP55,0,0,0,0,0,0,0,0,0
RNU6-336P,0,0,0,0,0,0,0,0,0
RNA5SP267,0,0,0,0,0,0,0,0,0
RNA5SP302,0,0,0,0,0,0,0,0,0
RNU6-384P,0,0,0,0,0,0,0,0,0
SNORA5C,34,51,16,43,33,21,25,36,8
RNU6-1325P,0,0,0,0,0,0,0,0,0
RNU6-275P,0,0,0,0,0,0,0,0,0
RN7SKP226,0,0,0,0,0,0,0,0,0
SNORD117,18,42,9,19,17,13,20,12,10
RNU6-1071P,0,0,0,0,0,0,0,0,0
RNA5SP189,0,0,0,0,0,0,0,0,0
RN7SKP9,0,0,0,0,0,0,0,0,0
RN7SKP130,0,0,0,0,0,0,0,0,0
RNU6-392P,0,0,0,0,0,0,0,0,0
RNU5E-4P,1,0,3,3,0,1,1,0,2
RNU6-1180P,0,0,0,0,0,0,0,0,0
RNA5SP488,0,0,0,0,0,0,0,1,0
RNU6-915P,2,1,0,0,0,0,0,0,1
RNU6-526P,0,0,0,0,0,0,0,0,0
RNY4P17,0,0,0,0,0,3,0,0,0
RNU4-9P,1,0,0,2,0,0,0,0,1
RNA5SP149,0,0,0,0,0,0,0,0,0
SNORD48,1,0,0,0,0,0,1,2,0
RNU6-1131P,0,0,0,0,0,0,0,0,0
RNU6-867P,0,0,0,0,0,0,0,0,0
SNORD115-1,0,0,0,0,0,0,0,0,0
SNORD114-3,5,0,1,2,0,3,2,3,0
RNA5SP166,0,0,0,0,0,0,0,0,0
SNORD31B,1,2,8,0,3,4,0,2,3
RNU6-702P,0,7,0,0,0,0,1,0,0
RNA5SP331,0,0,0,0,0,0,0,0,0
RNA5SP298,0,0,0,0,0,0,2,0,0
RNU6-294P,0,0,0,0,0,0,0,0,0
RN7SKP178,0,0,0,0,0,0,0,0,0
RNA5SP97,0,0,0,0,0,0,0,0,0
RNU6-967P,0,0,0,0,0,0,0,0,0
RN7SKP153,0,0,0,0,0,0,0,0,1
SNORD114-24,0,0,0,0,1,0,0,0,0
RNY1P13,3,0,2,6,4,3,3,1,9
RN7SKP48,0,0,0,0,0,0,0,0,0
SNORD115-38,0,0,0,0,0,0,0,0,0
RNU6-590P,0,0,0,0,0,0,0,0,0
RNU1-140P,0,0,0,0,0,0,0,0,0
RNU6-1022P,0,0,0,0,0,0,0,0,0
RNA5SP442,0,0,0,0,0,0,0,0,0
RNU1-43P,0,0,0,0,0,0,0,0,0
RNA5SP485,0,0,0,0,0,0,0,0,0
RNA5S15,0,0,0,0,0,0,0,0,0
RNA5SP224,0,0,0,0,0,0,0,0,0
RNA5SP363,0,0,0,0,0,0,0,0,0
SNORD115-10,0,0,0,0,0,3,0,0,0
SNORD113-9,1,0,5,1,0,4,1,2,1
RNU6-673P,0,0,0,0,0,0,0,0,0
RNY3P1,0,0,0,0,0,0,0,0,0
RNA5SP126,0,0,0,0,0,0,0,0,0
RNA5-8SP4,0,0,0,0,0,0,0,0,0
RN7SKP22,0,0,0,0,0,0,0,0,0
RNA5SP138,0,0,0,0,0,0,0,0,0
SNORD115-20,0,0,0,0,0,0,0,0,0
SNORD115-35,0,0,0,0,0,0,0,0,0
SNORA23,39,45,13,33,31,23,25,20,16
RNA5SP428,0,0,0,0,0,0,0,0,0
RNU1-36P,3,12,5,3,5,9,3,5,1
RNU6-619P,0,0,0,0,0,0,0,0,0
RNU6-806P,0,0,0,0,0,0,0,0,0
RNU6-934P,0,0,0,0,0,0,0,0,0
RNU6-1240P,0,0,0,0,0,0,0,0,0
RNU6-1134P,0,0,0,0,0,0,0,0,0
RNU6-580P,0,0,0,0,0,2,0,0,0
SNORD38A,0,0,0,0,0,0,0,0,0
RNU6-399P,0,0,0,0,0,0,0,0,0
RNU6-215P,0,0,0,0,0,0,0,0,0
RNA5SP223,0,0,0,0,0,0,0,0,0
RNA5SP324,0,0,0,0,0,0,0,0,0
SNORD114-20,3,3,10,3,2,11,1,0,11
RNU6-391P,0,0,0,0,0,0,0,0,0
RNU6-382P,0,0,0,0,0,0,0,0,0
RNA5SP152,0,0,0,0,0,0,0,0,1
RNA5SP19,0,0,0,0,0,0,0,0,0
RN7SKP80,0,5,1,3,2,3,4,6,3
RNA5SP455,0,0,0,0,0,0,0,0,0
RNA5SP79,0,0,0,0,0,0,0,0,0
RNU4-66P,0,0,0,0,0,0,0,0,0
RNU6-1175P,0,0,0,0,0,0,0,0,0
RNU6-715P,0,0,0,0,0,0,0,0,0
RNU6-1280P,0,0,0,0,0,1,0,0,0
RNU6-1306P,0,0,0,0,0,0,0,0,0
RNA5SP190,0,0,0,0,0,0,0,0,0
RNU6-1172P,0,0,0,0,0,0,0,0,0
RNU4-12P,0,0,0,0,0,0,0,0,0
VTRNA1-2,5,1,2,4,5,10,5,3,5
RNU6-690P,0,0,0,0,0,0,0,0,0
RNU6-302P,0,0,0,0,0,0,0,1,0
RNY4P3,0,0,0,0,0,0,0,0,0
RNU1-100P,3,0,0,2,0,0,0,0,0
SNORD114-18,0,0,0,0,0,1,0,0,0
RNA5SP329,0,0,0,0,0,0,0,0,0
RNU6-407P,8,4,10,8,23,10,7,9,6
RNY4P28,0,0,0,0,0,0,4,0,0
RNU4-11P,0,0,0,0,0,0,0,0,0
RNU6-742P,0,0,0,0,1,1,2,0,0
RNU5E-7P,0,0,0,0,0,0,0,0,0
RNA5SP117,0,0,0,0,0,0,0,0,0
RNU1-114P,0,0,0,0,0,0,0,0,0
RNU6-1327P,0,0,0,0,0,0,0,0,0
RNA5-8SP5,0,0,0,0,0,0,0,0,0
RNA5SP128,0,1,0,0,0,0,0,0,0
RNU6-1283P,0,4,0,0,0,2,0,0,0
RNU6-497P,0,0,0,0,0,0,0,1,0
SNORD115-31,0,0,4,0,0,0,0,0,0
SNORA30B,0,0,0,0,0,1,0,0,0
SNORD113-1,2,0,0,0,0,1,2,0,0
RNA5SP427,0,0,0,0,0,0,0,0,0
RN7SK,0,0,0,0,0,0,0,0,0
RNU1-115P,0,0,0,0,0,0,0,0,0
RNU6-1034P,0,0,0,0,0,0,0,0,0
RNU6-169P,0,0,0,0,0,0,0,0,0
RNU1-51P,0,0,0,0,0,1,0,0,0
RNA5SP240,0,0,0,0,0,0,0,0,0
RNU6-282P,0,0,0,0,0,0,5,4,0
RNU6-1138P,0,0,0,0,0,0,0,0,0
RNU6-53P,0,0,0,0,0,0,1,0,0
RNU6-396P,0,0,0,0,0,0,0,0,0
RNU6-737P,0,0,0,0,0,0,0,1,2
RN7SKP186,0,0,0,0,0,0,0,0,0
RNU6-1276P,3,0,0,0,3,0,0,0,0
RNU6-728P,0,0,0,0,0,0,0,0,0
SNORD14C,0,0,0,0,0,0,0,0,0
RNA5S16,0,0,0,0,0,0,0,0,0
RNU6-1318P,0,0,1,0,0,1,0,0,0
SNORD115-44,0,0,0,0,0,1,0,0,0
RNA5SP22,0,0,0,0,0,0,0,0,0
RNA5SP77,0,0,0,0,0,0,0,0,0
RNU6-596P,0,0,0,0,0,0,0,0,0
SNORD114-12,0,0,0,0,0,0,0,0,0
RNA5SP235,0,0,0,0,0,0,0,0,0
RNU6-117P,0,0,0,0,0,0,0,0,0
RNA5SP37,0,1,1,5,1,7,0,1,1
SNORD114-22,0,0,1,0,0,0,0,0,0
RNU6-1335P,0,0,0,0,0,0,0,0,0
RNY3P12,0,0,0,0,0,4,1,0,0
RNU6-487P,0,0,0,0,0,0,0,0,0
RNU6-1130P,0,0,0,0,0,0,0,0,0
RNU6-996P,0,0,0,0,0,0,0,0,0
RNU1-64P,0,0,0,0,0,0,0,0,0
SNORD6,7,10,12,12,11,19,9,14,3
RNU1-84P,0,0,0,0,0,0,0,0,0
RNA5SP131,1,2,0,0,0,1,2,0,0
RNA5SP366,0,0,0,0,0,0,0,0,0
RNU6-609P,0,0,0,0,0,0,0,0,0
RNA5SP167,0,0,0,0,0,0,0,0,0
RNA5SP238,0,0,0,0,0,0,0,0,0
RNU6-359P,0,0,0,0,0,0,0,0,0
RNU6-8,126,99,61,81,86,71,83,75,59
RNU4-45P,0,0,0,0,0,0,0,0,0
RNU6-1051P,0,0,0,0,0,0,0,0,0
RNU1-16P,3,2,0,3,1,0,0,0,6
RNU6-326P,0,0,0,0,0,0,0,0,0
RN7SKP204,0,0,0,0,0,0,0,0,0
RNY3,0,0,0,0,0,0,0,0,0
RNA5SP277,0,0,0,0,0,0,0,0,0
RNU6-652P,3,3,0,3,8,1,2,0,0
SNORA62,0,0,0,0,0,0,0,0,0
SNORD115-43,0,0,0,0,0,0,0,0,0
SNORA25B,0,0,0,0,0,0,0,0,0
RNU1-55P,0,0,0,0,0,0,0,0,0
RNA5SP279,0,0,0,0,0,0,0,0,0
RNA5SP211,0,0,0,0,0,0,0,0,0
RN7SKP292,0,0,1,0,3,0,0,0,1
RN7SKP1,0,0,0,0,0,0,0,0,0
RNU6-61P,0,0,0,0,1,0,0,0,0
SNORD82,1,4,1,0,3,1,0,0,0
RN7SKP187,0,0,0,0,0,0,0,0,0
RNVU1-21,0,0,0,0,0,0,0,1,0
RNA5SP259,0,0,0,0,0,0,0,1,0
RNY3P13,0,0,0,0,0,0,0,0,0
RNA5SP30,0,0,0,0,0,0,0,0,0
RNU6-827P,0,0,0,0,0,0,0,0,0
RNU6-744P,0,0,0,0,0,0,0,0,0
RNU6-108P,0,0,0,0,0,0,0,0,0
RNU4-48P,0,0,0,1,0,3,0,1,0
RNA5SP88,0,0,0,0,0,0,0,0,0
RNU6-438P,0,0,0,0,0,0,0,0,0
RNY4P10,81,41,51,42,34,38,41,58,18
RNU5E-6P,0,0,0,0,0,0,0,0,0
RNU6-669P,0,0,0,0,0,0,0,0,0
RNU4-17P,0,0,0,0,0,0,0,0,0
RNU4-20P,0,0,0,0,0,0,0,0,0
RNA5SP248,0,0,0,0,0,0,0,0,0
RN7SKP81,0,0,0,0,0,0,0,0,0
RNA5SP283,0,0,0,0,0,0,0,0,0
RNU6-81P,0,0,0,0,0,0,0,0,0
RNU6-499P,0,0,0,0,0,0,0,0,0
RNU6-597P,0,0,0,0,0,0,0,0,0
RNU6-716P,0,0,0,0,0,0,0,0,0
RNU6-898P,0,0,0,0,0,0,0,0,0
SNORD115-36,0,0,0,0,0,0,0,0,0
RNA5SP151,1,0,0,0,0,0,0,0,0
SNORD34,0,0,0,0,0,0,0,0,0
RNU6-805P,3,0,1,0,0,0,0,0,0
VTRNA1-3,10,5,11,12,4,7,6,15,5
RNA5S7,0,0,0,0,0,0,0,0,0
RNA5S13,0,0,0,0,0,0,0,0,0
RNU6-650P,0,0,0,0,0,0,0,0,0
SNORD18B,0,0,0,0,0,0,0,0,0
RNU6-395P,0,0,0,0,0,0,0,0,0
RNU6-1329P,0,0,0,1,0,0,0,0,0
RNU4-2,5,2,7,2,8,1,0,3,3
MIR539,0,0,0,0,0,0,0,0,0
MIR421,0,0,0,0,0,0,0,0,0
MIR146B,0,0,0,0,0,0,0,0,0
MIR582,0,0,0,0,0,0,0,0,0
MIR488,0,0,0,0,0,0,0,0,0
KIAA1671-AS1,2,0,6,0,3,3,0,1,0
TDRKH-AS1,54,68,49,46,46,34,38,48,34
ZNF525,2165,1831,865,1335,1279,1007,1540,1575,853
LINC01562,6,1,3,1,0,3,2,9,0
LOC100128906,0,0,0,0,0,0,0,0,0
LOC100422622,8,0,0,0,1,1,0,0,0
LINC00449,32,42,23,12,9,8,21,16,2
INF2,2652,2786,940,1703,2250,1208,2043,2510,1111
HMGB1P39,3,0,0,0,0,0,0,0,0
IQANK1,0,6,0,0,1,0,2,0,0
TAS2R2P,0,0,0,0,0,0,0,0,0
SCUBE1-AS1,0,0,0,0,0,0,0,0,0
OR52J1P,0,0,0,0,0,0,0,0,0
OR1F2P,0,0,2,2,3,0,0,3,0
LINC02408,0,0,0,0,0,0,6,0,0
LINC00970,0,0,0,0,0,0,0,0,0
GP1BB,0,0,0,0,0,0,0,0,0
LINC00501,0,0,0,0,0,0,0,0,0
LINC01285,0,0,0,1,0,0,0,4,0
OR2T5,0,0,0,0,0,0,0,0,0
OR2L2,9,4,8,9,5,18,5,4,8
OR2W5P,0,0,0,0,0,0,0,2,0
EFCAB2,541,582,313,295,412,403,312,433,314
COX20,849,729,1173,503,530,1184,600,559,1051
CHML,6777,6924,2404,4024,4287,2434,4890,4784,2126
IBA57-DT,10,11,18,15,13,16,12,11,10
STUM,3,0,0,2,0,0,3,12,0
LINC02487,0,0,0,0,0,0,0,0,0
TCP10L3,0,0,0,1,0,0,0,0,0
CAPN8,0,1,0,0,0,0,0,0,0
TATDN3,751,594,395,376,354,452,456,526,374
CR1,0,0,0,0,0,0,2,4,0
LINC02901,59,60,75,31,59,86,40,13,47
LINC00862,118,170,83,91,104,101,90,56,37
RAET1G,302,208,99,154,135,139,218,204,209
C1orf53,29,19,1,11,12,11,22,30,9
SAMD5,331,318,47,194,236,81,231,288,56
LINC00272,0,0,0,0,0,0,0,0,0
TEDDM1,0,0,1,0,3,0,2,0,0
GJE1,0,0,0,0,0,0,0,0,0
ECT2L,22,35,13,16,21,20,20,24,9
GPR52,2,0,0,2,1,0,0,1,0
PRDX6-AS1,145,122,39,75,76,98,74,107,54
NTMT2,0,0,0,0,0,0,0,0,0
FCGR3A,0,0,0,0,0,0,0,0,0
TMEM244,17,12,14,6,14,3,7,7,10
OR6K3,0,0,0,2,1,0,5,0,0
OR10T1P,0,0,0,0,0,0,0,0,0
CENPW,6746,5633,4045,3868,4092,4113,4639,4263,3133
SPRN,111,113,26,49,94,60,73,132,47
FAM229B,1958,1440,958,1150,1074,951,1384,1429,772
FANK1,82,37,19,38,57,15,52,67,20
S100A7P1,0,0,0,0,0,0,0,0,0
LORICRIN,0,0,0,0,0,0,0,0,0
PRR9,0,0,12,0,0,7,0,0,2
LELP1,0,0,0,0,0,0,0,0,0
SPRR2E,0,0,0,0,0,0,0,0,0
KPRP,0,0,0,0,0,0,0,0,0
EEF1AKMT2,2138,2055,1594,1361,1243,1657,1588,1674,1395
FAM24A,0,0,0,0,2,0,0,0,3
DDO,1075,870,155,661,533,171,742,932,193
CCDC162P,4,6,1,3,4,6,2,6,10
LINC00222,4,7,18,1,6,12,5,5,7
PLPP4,309,308,470,224,270,497,229,341,476
BVES-AS1,141,132,102,113,101,115,138,186,75
LIN28B-AS1,0,0,0,0,0,0,0,0,0
H3C14,0,0,0,0,0,0,0,0,0
H2BC18,213,155,21,132,134,35,163,153,22
PNLIPRP3,0,1,0,0,0,0,0,0,0
H3C15,0,0,0,0,0,0,0,0,0
HSD3B1,14,5,0,1,1,1,13,17,0
HSD3BP2,0,0,0,0,0,0,0,0,0
HSD3B2,0,0,0,0,0,0,0,1,0
LINC02868,0,0,0,0,0,0,0,0,0
ATP1A1-AS1,377,322,220,253,201,250,282,278,207
RBM20,14,9,2,10,6,5,16,13,0
SMIM9,0,0,0,0,0,0,0,0,0
C6orf163,75,66,39,35,51,58,38,54,30
SNHG5,9974,8184,6534,6450,6189,6933,7142,6913,5702
ADD3-AS1,19,7,4,12,10,4,10,16,22
RIPPLY2,0,0,0,0,0,0,0,0,0
CHIAP2,0,0,0,0,0,1,0,0,0
GDI1,14604,12501,4404,8895,9086,5593,9979,11064,4372
PCMTD2,4582,4028,2651,2673,2555,2686,3231,4244,2821
SOX18,0,1,0,0,1,2,3,3,0
LIME1,118,152,57,101,157,94,117,151,75
SPATA42,0,0,0,0,0,0,1,0,0
LOC100130587,0,0,0,0,0,0,0,0,1
OOEP,2,0,0,0,3,2,0,0,7
KHDC3L,0,0,0,0,0,0,0,0,0
DPPA5,0,0,0,0,0,0,0,0,0
C1orf146,6,1,0,0,0,1,2,0,1
HSP90B3P,10,8,5,6,4,3,3,10,6
SPANXN1,0,3,1,0,6,1,0,0,1
SPANXA2,0,0,0,0,0,0,0,0,0
LINC00632,1,2,1,1,0,0,0,0,2
CXorf66,0,0,0,0,0,0,0,0,0
C10orf62,3,1,0,0,1,0,0,3,0
SAMD13,28,21,0,28,11,0,23,33,2
RTL8A,2795,2360,526,1668,1884,662,1998,2286,607
CCDC160,2,0,0,0,0,0,0,0,0
C1orf141,0,0,0,0,0,2,0,0,0
EFCAB7,1604,1168,771,1024,809,815,1110,1139,757
DEFB110,0,0,0,0,0,0,0,0,0
GLYATL3,1,0,0,0,0,0,2,0,0
LDLRAD1,0,0,0,0,0,0,0,0,0
LOC100133077,0,0,0,0,0,0,0,1,0
RHOXF2B,0,0,0,0,0,0,0,0,0
ARRDC1-AS1,947,761,463,544,633,568,650,751,492
ZYG11A,6,3,20,9,1,58,7,1,53
LINC01270,171,106,85,107,113,131,101,135,122
LCN8,0,0,0,0,0,0,0,0,0
C1orf185,7,0,0,1,2,0,2,1,1
GLT6D1,0,0,0,0,0,0,0,0,0
IFIT1B,7,1,0,4,3,0,2,1,0
CT83,0,0,0,0,0,0,0,0,0
LIPN,0,0,0,3,0,0,0,0,0
LIPK,0,0,0,0,0,0,0,0,0
LIPJ,0,0,0,0,0,1,0,0,0
TRPC5OS,3,0,0,2,0,0,0,3,0
LRIT2,0,0,0,0,0,0,0,0,0
SLC12A5-AS1,14,14,3,4,11,12,15,22,4
LRRC73,22,17,6,8,10,3,13,8,4
FOXO6,86,66,9,53,51,10,73,99,21
TCEAL5,22,9,0,5,12,0,14,12,1
SYS1,2590,1985,1505,1497,1700,1845,1837,1763,1457
TCEAL6,0,0,0,1,0,1,0,1,0
INPP5B,2146,1878,1784,1326,1316,1775,1528,1865,1630
RPA4,0,0,0,0,0,0,0,0,0
TDRG1,1,0,3,1,0,7,1,1,0
NEU4,0,0,0,0,0,0,0,0,0
MAFB,706,502,442,364,370,384,413,401,428
TRAF3IP1,4107,3395,2510,2339,2413,2781,2765,2920,2377
BMP2KL,0,1,0,0,0,0,0,1,0
CHIC1,2862,2383,2466,1545,1841,2594,2058,1995,1956
LOC100287792,0,0,0,0,1,0,0,0,0
NAP1L6P,0,0,0,0,0,2,0,0,0
GIGYF2,11291,9070,7330,6674,6733,8516,7821,8553,7010
C2orf72,153,82,22,86,110,41,71,118,33
RUFY2,3979,3437,2576,2426,2515,2960,2927,2689,2256
NHSL2,242,198,111,133,129,99,201,226,79
GGTA1,3,2,2,0,2,1,1,0,0
PHACTR4,8602,7496,5543,5200,5277,6486,6114,6795,4924
CLPSL1,0,0,0,0,0,0,0,0,0
ASAH2B,968,749,675,567,602,728,746,612,470
LINC00474,0,2,4,1,5,2,0,0,1
AGAP6,207,204,90,96,107,161,139,156,110
TIMM23B,364,391,391,237,275,342,280,282,308
ZDHHC18,3675,3120,1804,2221,2390,2226,2582,3061,1732
TMEM273,8,5,6,1,5,1,7,7,4
CXorf65,0,0,0,0,0,0,0,0,0
AGAP9,357,324,205,270,249,275,282,291,218
LRRC37A5P,23,7,7,16,11,25,13,20,6
NPY4R,11,6,30,0,6,31,5,1,22
GPRIN2,22,15,58,14,14,48,13,11,37
SYT15,63,65,50,44,52,63,57,59,38
BMS1P1,361,354,229,255,227,302,331,307,191
MACO1,3596,3064,2968,2164,2357,3475,2547,2215,2464
PTPN20,0,0,0,0,1,0,0,1,0
ZDBF2,5629,4651,1712,3138,3423,1896,3996,4059,1498
GGNBP1,1,0,1,5,5,2,3,1,0
TXNDC8,4,1,2,0,0,0,5,1,1
AWAT1,2,0,0,0,0,0,1,0,0
DAXX,7666,6405,4248,4685,4549,5125,5274,5503,4105
BMPR2,19487,18346,19660,12251,12397,22341,14166,14664,17588
TCEA3,62,39,212,26,34,240,31,54,238
PFDN6,5274,4075,3504,3230,3086,3781,3757,3478,3036
RING1,5832,5506,2645,3700,4393,3335,4444,4913,3096
HSD17B8,26,27,13,36,24,4,44,34,31
RXRB,4610,3769,2625,2740,2727,3147,3208,3649,2408
OXLD1,197,186,116,156,150,110,120,198,109
LINC02731,4,13,7,3,3,10,4,5,4
OR13C3,0,0,0,0,0,0,0,0,0
COL11A2,155,180,56,122,152,106,151,147,101
LINC00587,0,0,0,0,0,0,0,0,0
HLA-DOA,8,13,0,4,5,0,6,15,4
BRD2,17290,14879,9461,10596,12029,12590,12185,13018,9060
HLA-DMA,246,216,29,161,166,68,180,319,97
PSMB8-AS1,226,218,34,124,103,37,170,207,42
COL5A2,65697,61212,41207,41249,39650,44368,48165,54471,43362
PSMB8,3132,2214,1061,1855,1634,1204,2171,2713,1238
TAP2,2044,1736,2329,1334,1333,2402,1524,1566,1844
SPIN3,2498,1921,1317,1572,1401,1424,1874,1630,1259
NBDY,3186,2168,1160,1778,1584,1235,2148,2476,1201
LINC01993,0,1,0,0,0,0,0,1,1
TMEM235,0,0,0,0,0,0,0,0,0
PAGE3,0,0,0,0,0,0,0,0,0
LINC01973,0,4,0,0,4,0,2,5,0
HLA-DRA,5,0,0,0,0,0,0,4,0
BTNL2,7,3,0,1,5,0,3,0,0
COL15A1,93,124,60,55,78,44,79,77,29
TSBP1,0,0,0,0,1,1,2,1,0
TMEM225,0,0,0,0,0,0,0,0,0
NOTCH4,92,66,11,36,53,28,54,73,28
PBX2,5717,5066,2437,3572,3682,2748,4096,4445,2385
AGER,329,350,158,247,261,152,244,278,150
RNF5,4986,3951,2799,3075,2866,2886,3219,3917,2675
AGPAT1,5513,4800,1719,3290,3383,2107,3931,4335,1709
PJVK,82,79,10,52,66,33,73,45,24
PRRT1,161,162,30,103,113,51,121,172,53
FKBPL,757,603,498,481,520,656,507,602,537
MRPL38,278,248,110,204,227,150,199,237,108
SMIM5,11,26,6,10,20,5,14,21,4
ERICH2,22,17,0,9,12,0,23,15,0
SP5,20,10,2,8,8,6,20,17,3
CYP21A1P,15,10,4,0,12,6,10,7,5
STK19,710,693,446,494,509,481,544,623,362
CD300LD,0,0,0,0,0,0,0,0,0
BTBD17,0,0,0,0,0,0,0,0,0
DXO,1359,1252,680,884,989,858,965,1180,695
SKIV2L,3497,2869,896,2142,2169,1060,2566,2811,1004
NELFE,5137,4332,3826,3035,3538,4456,3534,3960,3778
NXPE2,19,19,3,25,7,20,17,22,7
LINC02783,296,325,172,196,255,210,243,199,129
SPANXN5,0,0,0,0,0,0,0,0,0
ZBTB12,750,601,304,463,586,346,537,609,349
SDHD,6471,5314,4841,3889,3983,4923,4403,4632,4505
EHMT2,4627,3980,2525,2838,3016,3168,3419,3616,2992
XAGE1A,0,0,0,0,0,0,0,0,0
PKP4-AS1,12,13,6,7,17,16,7,11,5
LAYN,3281,3442,4099,2011,2225,3911,2385,2426,3007
XAGE1B,0,0,0,0,0,0,0,0,0
SLC44A4,22,21,2,18,15,6,19,17,1
NEU1,4904,3761,1720,3013,3077,2185,3414,4040,1736
SNHG32,3267,2763,2543,2029,2282,2801,2025,2493,2128
HSPA1B,4914,3795,1510,3279,3258,1784,3774,3764,1645
HSPA1A,6111,5248,2373,3924,4454,3413,4700,4492,2954
HSPA1L,472,312,198,292,258,250,252,297,180
LSM2,2235,1690,1454,1409,1393,1618,1624,1535,1453
NOL4L-DT,0,0,0,0,0,1,0,0,0
VARS1,4825,5053,3453,3121,3881,4408,3536,3019,2992
VWA7,53,59,14,46,54,30,37,59,26
CARD16,1133,674,740,606,505,934,489,1419,1833
CASP12,1,0,0,1,0,1,0,0,0
MBD5,1540,1263,800,1001,892,898,1186,1231,794
MSH5,426,503,393,266,327,412,306,427,376
CSHL1,0,0,0,0,0,0,0,0,0
MPIG6B,33,42,30,18,33,55,33,13,23
LY6G6C,2,9,6,3,4,13,8,3,5
LY6G6F,0,2,2,0,0,0,0,0,0
ABHD16A,501,484,271,334,317,377,386,459,272
LY6G5C,35,41,9,15,32,24,13,27,30
CSNK2B,2542,2256,1356,1496,1565,1680,1696,1817,1310
GPANK1,1955,1606,974,1196,1305,1121,1401,1762,1240
C6orf47,2343,2093,1077,1500,1539,1347,1733,1816,1079
NALF1,2656,2514,1807,1547,1718,1906,1941,2011,1942
APOM,155,121,53,90,83,61,129,130,56
LINC02872,11,9,0,6,8,5,15,14,0
TRIM49C,0,0,0,0,0,0,0,0,0
TRIM64,0,0,0,0,0,0,0,0,0
TRIM51BP,0,0,0,0,0,0,0,0,0
LINC01854,0,0,0,0,0,1,0,0,0
BAG6,17961,15677,9368,10868,12073,11334,12656,14155,9904
TMEM51-AS2,1,0,0,0,1,0,1,6,0
PRRC2A,35400,33036,17400,21847,23565,22427,25338,27768,18514
AIF1,4,0,0,0,0,0,1,1,0
NCR3,2,0,0,0,1,0,0,0,2
PRAMEF20,0,0,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0,0,0
LST1,3,0,4,0,3,2,1,5,2
NFKBIL1,336,353,160,229,287,238,294,280,185
PRAMEF15,0,0,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,1,0,0,0,0
PRAMEF7,0,0,0,0,0,0,0,0,0
MCCD1,0,2,0,0,1,0,2,0,0
ZNF814,727,561,429,372,422,498,447,462,424
MICB,4517,3904,2042,2912,2768,2462,3226,3327,1846
AADACL4,0,0,0,0,0,0,0,0,0
ZNF551,1205,1077,851,795,796,1020,920,978,782
MICA,2327,2318,1684,1489,1579,2117,1701,1670,1555
ZNF805,1474,1280,765,919,903,884,976,1212,603
HLA-C,9365,9016,2695,5885,6471,3050,6926,10981,2902
POU5F1,255,178,52,123,136,53,132,181,61
ZSCAN5C,7,0,0,0,2,1,6,1,0
CCHCR1,3079,2850,1259,1960,2163,1325,2348,2954,1317
PSORS1C2,5,5,7,0,0,4,7,5,3
CDSN,2,5,2,4,6,2,4,3,1
PSORS1C1,60,61,35,44,44,16,46,62,26
C6orf15,0,0,0,0,0,0,0,0,0
MUC21,0,0,0,1,1,0,0,0,0
DEFB122,0,0,0,0,0,0,0,0,0
DEFB121,0,0,0,0,0,0,0,0,0
CFTRP3,0,0,0,0,0,0,0,0,0
DHX16,5365,4740,3099,3362,3634,3784,3927,4109,3035
C6orf136,650,534,332,442,396,348,411,532,260
MRPS18B,4829,4038,2750,2726,2706,2939,3064,3273,2269
PPP1R10,6899,5501,3459,3946,4595,4721,4679,5086,3577
KRTAP5-11,0,0,0,0,0,0,0,0,0
KRTAP5-10,0,0,0,0,0,0,1,0,0
ABCF1,11741,9841,6762,7185,7674,8345,8268,8016,6733
PRR3,1616,1394,663,1025,1049,792,1118,1280,635
LILRB3,84,131,74,56,84,142,89,55,92
DDR1,2701,2506,996,1678,1723,1187,2004,2747,1160
ACOXL-AS1,55,48,1,19,22,3,19,54,14
LRCOL1,0,0,0,0,0,0,0,1,0
LINC01123,332,274,94,213,180,104,219,294,102
GNL1,11163,9069,4072,6494,6838,4608,7783,9115,4342
HLA-E,11913,10982,4060,7759,7747,4784,8763,11753,4515
DPRX,0,0,0,0,0,0,0,0,0
